PROBEID	ENTREZID	SYMBOL	GENENAME
1552860_at	728929	ELOA3BP	elongin A3 family member B, pseudogene
1552862_at	284618	RUSC1-AS1	RUSC1 antisense RNA 1
1552863_a_at	59285	CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6
1552865_a_at	160492	LMNTD1	lamin tail domain containing 1
1552867_at			
1552868_at	148046	CIRBP-AS1	CIRBP antisense RNA 1
1552870_s_at	126859	AXDND1	axonemal dynein light chain domain containing 1
1552872_at	80161	ASMTL-AS1	ASMTL antisense RNA 1
1552873_s_at	80161	ASMTL-AS1	ASMTL antisense RNA 1
1552875_a_at	131450	CD200R1	CD200 receptor 1
1552876_at	114042	LINC00334	long intergenic non-protein coding RNA 334
1552877_s_at	114042	LINC00334	long intergenic non-protein coding RNA 334
1552878_at	220202	ATOH7	atonal bHLH transcription factor 7
1552879_a_at	220202	ATOH7	atonal bHLH transcription factor 7
1552880_at	89866	SEC16B	SEC16 homolog B, endoplasmic reticulum export factor
1552882_a_at	139285	AMER1	APC membrane recruitment protein 1
1552884_at	157848	NKX6-3	NK6 homeobox 3
1552885_a_at	157848	NKX6-3	NK6 homeobox 3
1552887_at	219793	TBATA	thymus, brain and testes associated
1552889_a_at	90332	EXOC3L2	exocyst complex component 3 like 2
1552890_a_at	57010	CABP4	calcium binding protein 4
1552892_at	115650	TNFRSF13C	TNF receptor superfamily member 13C
1552893_at	94032	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2
1552895_a_at	149992	ANKRD30BP2	ANKRD30B pseudogene 2
1552897_a_at	170850	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
1552898_a_at	170850	KCNG3	potassium voltage-gated channel modifier subfamily G member 3
1552899_at	154089	LINC01312	long intergenic non-protein coding RNA 1312
1552900_a_at	154089	LINC01312	long intergenic non-protein coding RNA 1312
1552902_a_at	93986	FOXP2	forkhead box P2
1552903_at	124872	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2 (SID blood group)
1552904_at	81832	NETO1	neuropilin and tolloid like 1
1552906_at	158521	FMR1NB	FMR1 neighbor
1552908_at	148823	GCSAML	germinal center associated signaling and motility like
1552910_at	114132	SIGLEC11	sialic acid binding Ig like lectin 11
1552911_at	114132	SIGLEC11	sialic acid binding Ig like lectin 11
1552912_a_at	149233	IL23R	interleukin 23 receptor
1552913_at	286514	MAGEB18	MAGE family member B18
1552914_a_at	80381	CD276	CD276 molecule
1552915_at	282616	IFNL2	interferon lambda 2
1552917_at	282618	IFNL1	interferon lambda 1
1552919_at	132989	C4orf36	chromosome 4 open reading frame 36
1552921_a_at	63979	FIGNL1	fidgetin like 1
1552922_at	22999	RIMS1	regulating synaptic membrane exocytosis 1
1552923_a_at	57605	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
1552924_a_at	57605	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
1552925_at	57575	PCDH10	protocadherin 10
1552927_at	257397	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
1552928_s_at	257397	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
1552929_at	131890	GRK7	G protein-coupled receptor kinase 7
1552930_at	79258	MMEL1	membrane metalloendopeptidase like 1
1552931_a_at	5151	PDE8A	phosphodiesterase 8A
1552932_at	171389	NLRP6	NLR family pyrin domain containing 6
1552933_at	254268	AKNAD1	AKNA domain containing 1
1552935_at	203430	RTL3	retrotransposon Gag like 3
1552937_s_at	84126	ATRIP	ATR interacting protein
1552938_at	85416	ZIC5	Zic family zinc finger 5
1552939_at	284	ANGPT1	angiopoietin 1
1552940_at	127670	TEDDM1	transmembrane epididymal protein 1
1552942_at	149373	TRIM67-AS1	TRIM67 antisense RNA 1
1552943_at	2565	GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1
1552944_a_at	56666	PANX2	pannexin 2
1552946_at	163071	ZNF114	zinc finger protein 114
1552947_x_at	163071	ZNF114	zinc finger protein 114
1552948_at	148870	CCDC27	coiled-coil domain containing 27
1552950_at	161502	CFAP161	cilia and flagella associated protein 161
1552952_at	159162	RBMY2FP	RNA binding motif protein Y-linked family 2 member F, pseudogene
1552953_a_at	4761	NEUROD2	neuronal differentiation 2
1552954_at	439936	LINC02899	long intergenic non-protein coding RNA 2899
1552955_at	83655	LINC00208	long intergenic non-protein coding RNA 208
1552957_at	1768	DNAH6	dynein axonemal heavy chain 6
1552960_at	131578	LRRC15	leucine rich repeat containing 15
1552961_at			
1552964_at	54777	CFAP46	cilia and flagella associated protein 46
1552965_a_at	93010	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7
1552967_at	158506	CBLL2	Cbl proto-oncogene like 2
1552969_a_at	9204	ZMYM6	zinc finger MYM-type containing 6
1552970_s_at	9204	ZMYM6	zinc finger MYM-type containing 6
1552971_at	137868	SGCZ	sarcoglycan zeta
1552972_at	100507431	LINC02551	long intergenic non-protein coding RNA 2551
1552973_at	7484	WNT9B	Wnt family member 9B
1552974_at			
1552975_x_at			
1552976_at	374407	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13
1552977_a_at	10695	CNPY3	canopy FGF signaling regulator 3
1552978_a_at	9522	SCAMP1	secretory carrier membrane protein 1
1552979_at	151477	LINC00471	long intergenic non-protein coding RNA 471
1552980_at	3038	HAS3	hyaluronan synthase 3
1552982_a_at	2249	FGF4	fibroblast growth factor 4
1552985_at	169026	SLC30A8	solute carrier family 30 member 8
1552986_at			
1552987_a_at	439933	ARAP2-AS1	ARAP2 antisense RNA 1
1552988_at	160140	C11orf65	chromosome 11 open reading frame 65
1552990_at	284418	GARIN5B	golgi associated RAB2 interactor family member 5B
1552991_at	120065	OR5P2	olfactory receptor family 5 subfamily P member 2
1552993_at	143241	DYDC1	DPY30 domain containing 1
1552995_at	246778	IL27	interleukin 27
1552997_a_at	132141	IQCF1	IQ motif containing F1
1552998_at	245938	DEFB125	defensin beta 125
1552999_a_at	280664	WFDC10B	WAP four-disulfide core domain 10B
1553002_at	245908	DEFB105A	defensin beta 105A
1553002_at	504180	DEFB105B	defensin beta 105B
1553003_at	5314	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin
1553004_at	168507	PKD1L1	polycystin 1 like 1, transient receptor potential channel interacting
1553006_at	139378	ADGRG4	adhesion G protein-coupled receptor G4
1553007_a_at	10178	TENM1	teneurin transmembrane protein 1
1553009_s_at	254958	REXO1L1P	REXO1 like 1, pseudogene
1553011_at	138474	TAF1L	TATA-box binding protein associated factor 1 like
1553011_at	6872	TAF1	TATA-box binding protein associated factor 1
1553013_at	129684	CNTNAP5	contactin associated protein family member 5
1553015_a_at	9401	RECQL4	RecQ like helicase 4
1553016_at	165082	ADGRF3	adhesion G protein-coupled receptor F3
1553019_at	117532	TMC2	transmembrane channel like 2
1553020_at	140771	SMCR5	Smith-Magenis syndrome chromosome region, candidate 5
1553021_s_at	23299	BICD2	BICD cargo adaptor 2
1553022_at	114026	ZIM3	zinc finger imprinted 3
1553023_a_at	79400	NOX5	NADPH oxidase 5
1553024_at	282706	DAOA-AS1	DAOA antisense RNA 1
1553025_at	57211	ADGRG6	adhesion G protein-coupled receptor G6
1553027_a_at	56062	KLHL4	kelch like family member 4
1553028_at	165829	GPR156	G protein-coupled receptor 156
1553030_a_at	6821	SUOX	sulfite oxidase
1553031_at	221393	ADGRF4	adhesion G protein-coupled receptor F4
1553032_at	133396	IL31RA	interleukin 31 receptor A
1553033_at	94122	SYTL5	synaptotagmin like 5
1553034_at	10806	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8
1553036_at	222611	ADGRF2P	adhesion G protein-coupled receptor F2, pseudogene
1553037_a_at	6854	SYN2	synapsin II
1553039_a_at	136371	ASB10	ankyrin repeat and SOCS box containing 10
1553041_at	170572	HTR3C	5-hydroxytryptamine receptor 3C
1553042_a_at	84807	NFKBID	NFKB inhibitor delta
1553043_a_at	146722	CD300LF	CD300 molecule like family member f
1553044_at	84694	GJA10	gap junction protein alpha 10
1553045_at	7483	WNT9A	Wnt family member 9A
1553046_s_at	64090	GAL3ST2	galactose-3-O-sulfotransferase 2
1553047_at	8396	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
1553048_a_at	8396	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
1553051_s_at	113746	CIMAP1A	ciliary microtubule associated protein 1A
1553052_at	164237	WFDC13	WAP four-disulfide core domain 13
1553053_at	256369	CCDC197	coiled-coil domain containing 197
1553055_a_at	162394	SLFN5	schlafen family member 5
1553057_at	89777	SERPINB12	serpin family B member 12
1553058_at	126326	GIPC3	GIPC PDZ domain containing family member 3
1553059_at	114771	PGLYRP3	peptidoglycan recognition protein 3
1553060_at	85481	PSKH2	protein serine kinase H2
1553061_at	89883	OR6W1P	olfactory receptor family 6 subfamily W member 1 pseudogene
1553062_at	116255	MOGAT1	monoacylglycerol O-acyltransferase 1
1553063_at	27201	GPR78	G protein-coupled receptor 78
1553064_at	132243	H1-8	H1.8 linker histone
1553066_at	134860	TAAR9	trace amine associated receptor 9
1553067_a_at	114814	GNRHR2	gonadotropin releasing hormone receptor 2 (pseudogene)
1553069_at			
1553070_a_at	91977	MYOZ3	myozenin 3
1553071_a_at	91977	MYOZ3	myozenin 3
1553072_at	149428	BNIPL	BCL2 interacting protein like
1553074_at	140456	ASB11	ankyrin repeat and SOCS box containing 11
1553075_a_at	266553	OFCC1	orofacial cleft 1 candidate 1 (pseudogene)
1553076_at	266553	OFCC1	orofacial cleft 1 candidate 1 (pseudogene)
1553077_at	121214	SDR9C7	short chain dehydrogenase/reductase family 9C member 7
1553078_at	120066	OR5P3	olfactory receptor family 5 subfamily P member 3
1553079_at	135644	TRIM40	tripartite motif containing 40
1553080_at	286828	CSN1S2AP	casein alpha s2 like A, pseudogene
1553081_at	128488	WFDC12	WAP four-disulfide core domain 12
1553082_at	155051	CRYGN	crystallin gamma N
1553083_at			
1553084_at	147323	STARD6	StAR related lipid transfer domain containing 6
1553086_at	143501	C11orf40	chromosome 11 putative open reading frame 40
1553087_at	84322	ZBTB7C-AS2	ZBTB7C antisense RNA 2
1553088_a_at	10018	BCL2L11	BCL2 like 11
1553089_a_at	10406	WFDC2	WAP four-disulfide core domain 2
1553093_a_at	245932	DEFB119	defensin beta 119
1553094_at	255061	TAC4	tachykinin precursor 4
1553096_s_at	10018	BCL2L11	BCL2 like 11
1553099_at	200765	TIGD1	tigger transposable element derived 1
1553101_a_at	54890	ALKBH5	alkB homolog 5, RNA demethylase
1553102_a_at	26112	CCDC69	coiled-coil domain containing 69
1553103_at	4799	NFX1	nuclear transcription factor, X-box binding 1
1553105_s_at	1829	DSG2	desmoglein 2
1553106_at	134553	C5orf24	chromosome 5 open reading frame 24
1553107_s_at	134553	C5orf24	chromosome 5 open reading frame 24
1553108_at	134553	C5orf24	chromosome 5 open reading frame 24
1553111_a_at	89890	KBTBD6	kelch repeat and BTB domain containing 6
1553112_s_at	1024	CDK8	cyclin dependent kinase 8
1553113_s_at	1024	CDK8	cyclin dependent kinase 8
1553114_a_at	5753	PTK6	protein tyrosine kinase 6
1553115_at	85407	NKD1	NKD inhibitor of Wnt signaling pathway 1
1553117_a_at	11329	STK38	serine/threonine kinase 38
1553118_at	117145	THEM4	thioesterase superfamily member 4
1553120_at	63967	CLSPN	claspin
1553122_s_at	57786	RBAK	RB associated KRAB zinc finger
1553123_at	284403	WDR62	WD repeat domain 62
1553125_x_at	284403	WDR62	WD repeat domain 62
1553126_a_at	221074	SLC39A12	solute carrier family 39 member 12
1553127_a_at	165918	RNF168	ring finger protein 168
1553129_at	79987	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
1553130_at	652276	LOC652276	potassium channel tetramerization domain containing 5 pseudogene
1553131_a_at	2626	GATA4	GATA binding protein 4
1553132_a_at	123036	TC2N	tandem C2 domains, nuclear
1553133_at	203228	C9orf72	C9orf72-SMCR8 complex subunit
1553134_s_at	203228	C9orf72	C9orf72-SMCR8 complex subunit
1553136_at	130535	KCTD18	potassium channel tetramerization domain containing 18
1553137_s_at	8462	KLF11	KLF transcription factor 11
1553138_a_at	126549	ANKLE1	ankyrin repeat and LEM domain containing 1
1553139_s_at	55558	PLXNA3	plexin A3
1553140_at	53918	PELO	pelota mRNA surveillance and ribosome rescue factor
1553141_at	144811	LACC1	laccase domain containing 1
1553142_at	144811	LACC1	laccase domain containing 1
1553145_at	202020	TAPT1-AS1	TAPT1 antisense RNA 1
1553146_at	152405	TEX55	testis expressed 55
1553147_at	202151	RANBP3L	RAN binding protein 3 like
1553148_a_at	23161	SNX13	sorting nexin 13
1553150_at	221656	KDM1B	lysine demethylase 1B
1553151_at	245972	ATP6V0D2	ATPase H+ transporting V0 subunit d2
1553153_at	245972	ATP6V0D2	ATPase H+ transporting V0 subunit d2
1553155_x_at	245972	ATP6V0D2	ATPase H+ transporting V0 subunit d2
1553156_at	89884	LHX4	LIM homeobox 4
1553157_at	89884	LHX4	LIM homeobox 4
1553158_at	84984	CEP19	centrosomal protein 19
1553159_at	8701	DNAH11	dynein axonemal heavy chain 11
1553162_x_at	148137	PROSER3	proline and serine rich 3
1553163_at	113622	ADPRHL1	ADP-ribosylhydrolase like 1
1553165_at	11276	SYNRG	synergin gamma
1553166_at	64403	CDH24	cadherin 24
1553167_a_at	51091	SEPSECS	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
1553168_at	2901	GRIK5	glutamate ionotropic receptor kainate type subunit 5
1553169_at	164312	LRRN4	leucine rich repeat neuronal 4
1553171_x_at	164312	LRRN4	leucine rich repeat neuronal 4
1553172_at	27153	ZNF777	zinc finger protein 777
1553174_at	57158	JPH2	junctophilin 2
1553175_s_at	8654	PDE5A	phosphodiesterase 5A
1553176_at	117157	SH2D1B	SH2 domain containing 1B
1553177_at	117157	SH2D1B	SH2 domain containing 1B
1553178_a_at	6753	SSTR3	somatostatin receptor 3
1553179_at	171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
1553180_at	171019	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19
1553181_at	64794	DDX31	DEAD-box helicase 31
1553183_at	89766	UMODL1	uromodulin like 1
1553185_at	158158	RASEF	RAS and EF-hand domain containing
1553186_x_at	158158	RASEF	RAS and EF-hand domain containing
1553188_s_at	117583	PARD3B	par-3 family cell polarity regulator beta
1553190_s_at	117583	PARD3B	par-3 family cell polarity regulator beta
1553191_at	667	DST	dystonin
1553192_at	126068	ZNF441	zinc finger protein 441
1553193_at	126068	ZNF441	zinc finger protein 441
1553194_at	257194	NEGR1	neuronal growth regulator 1
1553196_a_at	115352	FCRL3	Fc receptor like 3
1553197_at	138009	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2
1553199_at	138009	DCAF4L2	DDB1 and CUL4 associated factor 4 like 2
1553202_at	219736	STOX1	storkhead box 1
1553204_at	253868	CRMA	cardiomyocyte maturation associated lncRNA
1553205_at	253868	CRMA	cardiomyocyte maturation associated lncRNA
1553207_at	285598	ARL10	ARF like GTPase 10
1553208_s_at	285598	ARL10	ARF like GTPase 10
1553209_at	84900	RNFT2	ring finger protein, transmembrane 2
1553211_at	162282	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1
1553212_at	196374	KRT78	keratin 78
1553213_a_at	196374	KRT78	keratin 78
1553214_a_at	79741	CCDC7	coiled-coil domain containing 7
1553215_s_at	79741	CCDC7	coiled-coil domain containing 7
1553216_at	7592	ZNF41	zinc finger protein 41
1553217_s_at	7592	ZNF41	zinc finger protein 41
1553218_a_at	84450	ZNF512	zinc finger protein 512
1553219_a_at	9949	AMMECR1	AMMECR nuclear protein 1
1553220_at	150864	FAM117B	family with sequence similarity 117 member B
1553221_at	147949	ZNF583	zinc finger protein 583
1553222_at	165140	OXER1	oxoeicosanoid receptor 1
1553224_at	7798	LUZP1	leucine zipper protein 1
1553225_s_at	7626	ZNF75D	zinc finger protein 75D
1553226_at	145978	LINC00052	long intergenic non-protein coding RNA 52
1553227_s_at	54014	BRWD1	bromodomain and WD repeat domain containing 1
1553228_at	220388	CCDC89	coiled-coil domain containing 89
1553229_at	137209	ZNF572	zinc finger protein 572
1553232_at	151393	RMDN2	regulator of microtubule dynamics 2
1553234_at	170692	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18
1553235_at	56135	PCDHAC1	protocadherin alpha subfamily C, 1
1553237_x_at	56135	PCDHAC1	protocadherin alpha subfamily C, 1
1553238_a_at	147746	HIPK4	homeodomain interacting protein kinase 4
1553239_at	220108	FAM124A	family with sequence similarity 124 member A
1553241_at	286183	NKAIN3	sodium/potassium transporting ATPase interacting 3
1553243_at	80760	ITIH5	inter-alpha-trypsin inhibitor heavy chain 5
1553244_at	2187	FANCB	FA complementation group B
1553246_a_at	84197	POMK	protein O-mannose kinase
1553247_a_at	163051	ZNF709	zinc finger protein 709
1553248_at	284001	CCDC57	coiled-coil domain containing 57
1553249_at	27127	SMC1B	structural maintenance of chromosomes 1B
1553252_a_at	254065	BRWD3	bromodomain and WD repeat domain containing 3
1553253_at	92591	ASB16	ankyrin repeat and SOCS box containing 16
1553254_at	139599	MAGEE2	MAGE family member E2
1553255_at	147664	ERVV-1	endogenous retrovirus group V member 1, envelope
1553257_at	89792	GAL3ST3	galactose-3-O-sulfotransferase 3
1553258_at	146512	FLJ30679	uncharacterized protein FLJ30679
1553260_s_at	151254	CATSPERT	catsper channel auxiliary subunit tau
1553261_x_at	151254	CATSPERT	catsper channel auxiliary subunit tau
1553262_a_at	2837	UTS2R	urotensin 2 receptor
1553263_at	124590	USH1G	USH1 protein network component sans
1553264_a_at	6853	SYN1	synapsin I
1553265_at	151295	SLC23A3	solute carrier family 23 member 3
1553266_at	246175	CNOT6L	CCR4-NOT transcription complex subunit 6 like
1553267_a_at	246175	CNOT6L	CCR4-NOT transcription complex subunit 6 like
1553268_at	162494	RHBDL3	rhomboid like 3
1553269_at	255403	ZNF718	zinc finger protein 718
1553271_at	57609	DIP2B	DIP2 acetate--CoA ligase B (putative)
1553272_at	206358	SLC36A1	solute carrier family 36 member 1
1553274_a_at	154007	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
1553275_s_at	283373	ANKRD52	ankyrin repeat domain 52
1553276_at	147741	ZNF560	zinc finger protein 560
1553277_at	25914	RTTN	rotatin
1553279_at	153579	BTNL9	butyrophilin like 9
1553280_at	150962	PUS10	pseudouridine synthase 10
1553281_at	257068	PLCXD2	phosphatidylinositol specific phospholipase C X domain containing 2
1553282_at	150147	UMODL1-AS1	UMODL1 antisense RNA 1
1553284_s_at	89782	LMLN	leishmanolysin like peptidase
1553285_s_at	144715	RAD9B	RAD9 checkpoint clamp component B
1553286_at	148254	ZNF555	zinc finger protein 555
1553288_a_at	222950	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1
1553292_s_at	124923	RSKR	ribosomal protein S6 kinase related
1553293_at	117195	MRGPRX3	MAS related GPR family member X3
1553295_at	154664	ABCA13	ATP binding cassette subfamily A member 13
1553296_at	84873	ADGRG7	adhesion G protein-coupled receptor G7
1553297_a_at	1441	CSF3R	colony stimulating factor 3 receptor
1553298_at	146723	CD300LD-AS1	CD300LD antisense RNA 1
1553299_at	574029	DUSP5P1	dual specificity phosphatase 5 pseudogene 1
1553300_a_at	160851	DGKH	diacylglycerol kinase eta
1553301_a_at	130827	TMEM182	transmembrane protein 182
1553303_at	123775	C16orf46	chromosome 16 open reading frame 46
1553304_at	149986	LSM14B	LSM family member 14B
1553306_at	841	CASP8	caspase 8
1553310_at	151056	PLB1	phospholipase B1
1553311_at	284756	LINC02910	long intergenic non-protein coding RNA 2910
1553313_s_at	6526	SLC5A3	solute carrier family 5 member 3
